,MS SubClass,Lot Frontage,Lot Area,Neighborhood,Overall Qual,Year Built,Year Remod/Add,Exterior 1st,Exterior 2nd,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,TotRms AbvGrd,Garage Yr Blt,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,Mo Sold,Sale Type,SalePrice
1373,50,115.0,21286,Sawyer,5,1948,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,720.0,720.0,720,551,0,1271,7,1948.0,312.0,0,0,108,0,0,0,0,8,WD ,135000
1374,50,80.0,17120,ClearCr,4,1959,1959,WdShing,Plywood,0.0,0.0,0.0,0.0,0.0,1120,468,0,1588,7,1991.0,680.0,0,59,0,0,0,0,0,7,WD ,134432
1375,190,62.0,10106,Edwards,5,1940,1999,Wd Sdng,Wd Sdng,0.0,351.0,181.0,112.0,644.0,808,547,0,1355,6,,0.0,140,0,0,0,0,0,0,9,WD ,127500
1376,85,,11235,Sawyer,5,1963,1963,HdBoard,Wd Sdng,0.0,784.0,0.0,197.0,981.0,1075,0,0,1075,6,1996.0,440.0,64,0,0,0,64,0,0,5,WD ,148000
1377,20,70.0,11200,Sawyer,5,1965,1965,HdBoard,HdBoard,0.0,906.0,0.0,134.0,1040.0,1040,0,0,1040,5,1965.0,384.0,0,0,0,0,0,0,0,2,WD ,129500
1378,80,80.0,13014,Sawyer,6,1978,1978,HdBoard,Plywood,39.0,528.0,0.0,480.0,1008.0,1096,0,0,1096,6,1978.0,484.0,168,0,0,0,0,0,0,12,WD ,157500
1379,20,,7162,Sawyer,5,1966,1966,HdBoard,HdBoard,41.0,0.0,0.0,876.0,876.0,904,0,0,904,6,1966.0,408.0,0,0,0,0,0,0,0,12,WD ,109900
1380,20,68.0,10265,Sawyer,5,1967,2005,HdBoard,HdBoard,0.0,758.0,0.0,234.0,992.0,992,0,0,992,6,1967.0,294.0,204,0,0,0,0,0,600,7,WD ,145000
1381,20,57.0,9764,Sawyer,5,1967,2003,VinylSd,VinylSd,0.0,702.0,0.0,192.0,894.0,894,0,0,894,5,1967.0,450.0,0,0,0,0,0,0,0,5,WD ,130000
1382,85,,7703,Sawyer,6,1978,1978,HdBoard,HdBoard,40.0,450.0,0.0,0.0,450.0,1034,0,0,1034,6,1978.0,504.0,311,0,0,0,0,0,0,5,WD ,153000
1383,20,,9981,Sawyer,5,1967,1967,MetalSd,MetalSd,340.0,221.0,0.0,852.0,1073.0,1073,0,0,1073,6,1967.0,270.0,0,90,0,0,0,0,0,3,WD ,120000
1384,85,,7400,Sawyer,5,1984,1984,VinylSd,VinylSd,0.0,104.0,956.0,0.0,1060.0,1126,0,0,1126,5,1984.0,506.0,178,0,0,0,0,0,0,3,WD ,152000
1385,90,60.0,12900,Sawyer,4,1969,1969,Plywood,Plywood,0.0,1198.0,0.0,0.0,1198.0,1258,0,0,1258,6,1969.0,400.0,120,0,0,0,0,0,0,1,WD ,108959
1386,190,60.0,12900,Sawyer,5,1920,1950,BrkFace,Stucco,0.0,1300.0,0.0,0.0,1300.0,1140,0,0,1140,6,1920.0,400.0,0,0,190,0,0,0,0,1,WD ,95541
1387,20,,9000,Sawyer,5,1959,1959,Wd Sdng,Plywood,0.0,288.0,0.0,718.0,1006.0,1006,0,0,1006,5,,0.0,0,24,0,0,0,0,0,7,WD ,80000
1388,20,,8544,Sawyer,5,1966,2006,HdBoard,HdBoard,0.0,0.0,0.0,1228.0,1228.0,1228,0,0,1228,6,1966.0,271.0,0,65,0,0,0,0,0,6,WD ,149350
1389,20,94.0,9239,Sawyer,5,1963,2003,VinylSd,VinylSd,0.0,634.0,0.0,326.0,960.0,960,0,0,960,6,1963.0,300.0,168,0,0,0,0,0,0,5,WD ,144900
1390,20,88.0,14175,Sawyer,6,1956,1956,HdBoard,HdBoard,0.0,776.0,0.0,212.0,988.0,1188,0,0,1188,4,1956.0,621.0,102,89,231,0,0,0,0,6,WD ,185000
1391,20,,13284,Sawyer,5,1954,1954,Wd Sdng,Plywood,0.0,1064.0,0.0,319.0,1383.0,1383,0,0,1383,6,1954.0,354.0,511,116,0,0,0,0,0,6,WD ,165000
1392,20,,13500,ClearCr,6,1960,1975,BrkFace,Plywood,0.0,429.0,1080.0,93.0,1602.0,1252,0,0,1252,4,1960.0,564.0,409,0,0,0,0,0,0,3,WD ,235000
1393,80,85.0,13825,Sawyer,5,1958,1987,MetalSd,MetalSd,0.0,0.0,0.0,533.0,533.0,1021,580,0,1601,6,1958.0,300.0,280,34,0,0,0,0,0,12,WD ,140000
1394,30,60.0,10200,Sawyer,5,1940,1997,Wd Sdng,Wd Sdng,0.0,0.0,0.0,672.0,672.0,672,0,0,672,4,1940.0,240.0,168,0,0,0,0,0,0,8,WD ,108000
1395,190,,10532,ClearCr,5,1960,1960,Plywood,Plywood,275.0,988.0,0.0,0.0,988.0,1721,0,0,1721,7,1960.0,626.0,50,84,0,0,0,0,0,12,WD ,145000
1396,50,63.0,8375,Sawyer,5,1941,1973,Wd Sdng,Wd Sdng,0.0,336.0,0.0,240.0,576.0,864,486,0,1350,6,1973.0,627.0,0,0,0,0,0,0,0,6,WD ,152400
1397,80,,10200,Sawyer,5,1970,1970,HdBoard,HdBoard,0.0,704.0,0.0,160.0,864.0,904,0,0,904,5,1979.0,912.0,143,0,0,0,0,0,0,6,WD ,144000
1398,120,,2887,ClearCr,6,1996,1997,Wd Sdng,Wd Sdng,0.0,1003.0,0.0,288.0,1291.0,1291,0,0,1291,6,1996.0,431.0,307,0,0,0,0,0,0,11,WD ,173000
1399,60,83.0,10005,ClearCr,7,1977,1977,Plywood,Plywood,299.0,392.0,0.0,768.0,1160.0,1156,866,0,2022,8,1977.0,505.0,288,117,0,0,0,0,0,3,WD ,192000
1400,20,82.0,20270,ClearCr,7,1979,1979,Plywood,Plywood,0.0,599.0,0.0,925.0,1524.0,1524,0,0,1524,7,1979.0,478.0,140,0,0,0,0,0,0,4,WD ,245000
1401,20,73.0,39104,ClearCr,7,1954,2005,Plywood,Plywood,0.0,226.0,1063.0,96.0,1385.0,1363,0,0,1363,5,1954.0,439.0,81,0,0,0,0,0,0,4,WD ,241500
1402,20,,53227,ClearCr,4,1954,1994,Plywood,Plywood,0.0,1116.0,0.0,248.0,1364.0,1663,0,0,1663,6,1954.0,529.0,224,137,0,0,0,0,0,3,WD ,256000
1403,80,124.0,11512,Edwards,6,1959,2006,Plywood,Plywood,84.0,719.0,0.0,300.0,1019.0,1357,0,0,1357,5,1959.0,312.0,0,0,0,0,163,0,0,5,WD ,177000
1404,50,50.0,5190,Edwards,7,1948,1950,BrkFace,Plywood,0.0,0.0,0.0,570.0,570.0,617,462,0,1079,5,1948.0,249.0,135,0,0,0,0,0,0,1,WD ,125600
1405,20,85.0,10452,Edwards,6,1953,1953,Wd Sdng,Wd Sdng,216.0,500.0,0.0,594.0,1094.0,1094,0,0,1094,5,1953.0,495.0,0,0,0,0,287,0,0,6,WD ,155000
1406,50,75.0,45600,ClearCr,6,1908,1997,Wd Sdng,Wd Sdng,0.0,0.0,0.0,907.0,907.0,1307,1051,0,2358,10,1908.0,360.0,486,40,0,0,175,0,0,9,WD ,240000
1407,30,85.0,19550,Edwards,5,1940,2007,PreCast,PreCast,0.0,1035.0,0.0,545.0,1580.0,1518,0,0,1518,5,,0.0,0,39,0,0,0,0,0,1,WD ,260000
1408,50,66.0,21780,Edwards,6,1918,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,1163.0,1163.0,1163,511,0,1674,8,1955.0,396.0,72,36,0,0,144,0,0,7,WD ,185000
1409,70,120.0,13728,Edwards,6,1935,1986,Stucco,Stucco,0.0,626.0,0.0,501.0,1127.0,1236,872,0,2108,7,1935.0,540.0,0,0,0,0,90,0,0,7,WD ,235000
1410,20,68.0,9571,Edwards,5,1956,1956,Wd Sdng,Wd Sdng,0.0,870.0,0.0,639.0,1509.0,1509,0,0,1509,6,1956.0,322.0,158,0,0,0,576,0,0,7,WD ,159900
1411,90,50.0,9350,Edwards,5,1975,1975,HdBoard,HdBoard,0.0,864.0,0.0,0.0,864.0,864,0,0,864,4,,0.0,0,0,0,0,0,0,0,4,WD ,99600
1412,60,50.0,9360,Edwards,6,1962,2001,VinylSd,VinylSd,216.0,324.0,0.0,297.0,621.0,621,648,0,1269,7,1962.0,280.0,0,236,0,0,0,0,0,11,WD ,134500
1413,50,50.0,8405,Edwards,5,1900,1950,MetalSd,MetalSd,0.0,241.0,391.0,229.0,861.0,961,406,0,1367,7,1978.0,384.0,0,130,112,0,0,0,0,4,WD ,119000
1414,190,70.0,7000,Edwards,5,1910,1991,MetalSd,MetalSd,0.0,969.0,0.0,148.0,1117.0,820,527,0,1347,5,,0.0,85,0,148,0,0,0,0,1,WD ,107500
1415,190,68.0,10880,Edwards,5,1950,1950,MetalSd,MetalSd,0.0,1040.0,0.0,124.0,1164.0,1164,0,0,1164,5,1950.0,240.0,0,48,0,0,0,0,0,8,ConLD,125000
1416,50,60.0,9600,Edwards,6,1924,1950,Wd Sdng,Wd Sdng,0.0,0.0,0.0,572.0,572.0,572,524,0,1096,5,,0.0,0,8,128,0,0,0,0,4,WD ,79000
1417,50,60.0,9084,Edwards,5,1941,1950,VinylSd,VinylSd,0.0,236.0,380.0,0.0,616.0,616,495,0,1111,5,1941.0,200.0,48,0,0,0,0,0,0,3,ConLw,95000
1418,60,86.0,11839,SawyerW,7,1990,1990,HdBoard,HdBoard,99.0,1085.0,0.0,390.0,1475.0,1532,797,0,2329,10,1990.0,514.0,192,121,0,0,0,0,0,5,WD ,262280
1419,60,,9771,SawyerW,6,1995,2002,HdBoard,HdBoard,190.0,779.0,0.0,298.0,1077.0,1093,1721,0,2814,9,1995.0,614.0,48,32,0,0,216,0,0,6,WD ,260000
1420,20,80.0,9938,SawyerW,7,1994,1994,HdBoard,HdBoard,251.0,1271.0,0.0,331.0,1602.0,1626,0,0,1626,7,1994.0,534.0,424,40,0,0,0,0,0,4,WD ,226500
1421,60,,14171,SawyerW,7,1993,1994,VinylSd,VinylSd,0.0,355.0,0.0,457.0,812.0,1101,1099,0,2200,9,1993.0,453.0,168,98,0,0,0,0,0,12,WD ,225000
1422,80,85.0,10541,SawyerW,7,1996,1996,VinylSd,VinylSd,0.0,0.0,0.0,672.0,672.0,1302,735,0,2037,8,1996.0,472.0,100,33,0,0,0,0,0,2,WD ,229000
1423,60,65.0,10616,CollgCr,7,2007,2007,VinylSd,VinylSd,0.0,0.0,0.0,628.0,628.0,628,728,0,1356,6,2007.0,484.0,100,24,0,0,0,0,0,3,New,177439
1424,20,65.0,9345,CollgCr,8,2007,2007,VinylSd,VinylSd,156.0,0.0,0.0,1615.0,1615.0,1615,0,0,1615,7,2007.0,864.0,168,30,0,0,0,0,0,5,WD ,248500
1425,20,91.0,11778,CollgCr,9,2008,2008,VinylSd,VinylSd,554.0,2085.0,0.0,186.0,2271.0,2276,0,0,2276,7,2008.0,1348.0,0,0,70,0,255,0,0,6,WD ,475000
1426,20,91.0,11778,CollgCr,9,2008,2008,VinylSd,VinylSd,402.0,1153.0,0.0,598.0,1751.0,1766,0,0,1766,8,2008.0,874.0,216,36,0,0,0,0,0,12,New,395039
1427,60,59.0,11228,SawyerW,7,1993,1993,VinylSd,VinylSd,0.0,50.0,531.0,499.0,1080.0,1080,1017,0,2097,9,1993.0,678.0,196,187,0,0,0,0,0,12,WD ,228000
1428,80,,11454,SawyerW,8,1995,1995,VinylSd,VinylSd,302.0,770.0,0.0,631.0,1401.0,1511,0,0,1511,6,1995.0,811.0,168,42,0,0,0,0,0,2,WD ,225000
1429,20,,11500,ClearCr,6,1966,1966,Plywood,Plywood,0.0,262.0,723.0,197.0,1182.0,1643,0,0,1643,6,1966.0,438.0,339,0,0,0,0,0,0,3,WD ,195000
1430,60,79.0,12798,ClearCr,6,1997,1997,VinylSd,VinylSd,0.0,462.0,0.0,154.0,616.0,616,1072,0,1688,8,1997.0,603.0,403,114,185,0,0,0,400,5,WD ,200000
1431,20,65.0,9750,CollgCr,5,1994,1994,VinylSd,VinylSd,0.0,722.0,0.0,268.0,990.0,990,0,0,990,5,1997.0,528.0,168,0,0,0,0,0,0,8,WD ,155000
1432,20,75.0,9525,CollgCr,5,1995,2006,VinylSd,VinylSd,0.0,0.0,0.0,1099.0,1099.0,1099,0,0,1099,6,1999.0,352.0,278,0,0,0,0,0,0,6,WD ,144000
1433,20,57.0,9245,CollgCr,5,1994,1995,VinylSd,VinylSd,0.0,686.0,0.0,304.0,990.0,990,0,0,990,5,1996.0,672.0,0,0,0,0,0,0,0,2,WD ,145000
1434,20,,8696,CollgCr,7,1997,1998,VinylSd,VinylSd,150.0,1308.0,0.0,110.0,1418.0,1418,0,0,1418,5,1997.0,558.0,208,110,0,0,0,0,0,5,WD ,226001
1435,60,,13142,CollgCr,6,1997,1997,VinylSd,VinylSd,128.0,688.0,0.0,176.0,864.0,872,899,0,1771,6,1997.0,600.0,0,96,0,0,0,0,0,7,WD ,215700
1436,60,68.0,8998,CollgCr,7,2000,2000,VinylSd,VinylSd,120.0,527.0,0.0,255.0,782.0,782,870,0,1652,6,2000.0,532.0,0,70,0,0,0,0,0,6,WD ,207500
1437,60,68.0,9179,CollgCr,7,1999,1999,VinylSd,VinylSd,158.0,633.0,0.0,240.0,873.0,882,908,0,1790,7,1999.0,588.0,0,88,0,0,0,0,0,6,WD ,193000
1438,60,57.0,8924,CollgCr,7,1998,1999,VinylSd,VinylSd,0.0,0.0,0.0,880.0,880.0,880,844,0,1724,8,1998.0,527.0,120,155,0,0,0,0,0,7,WD ,188000
1439,20,93.0,9382,CollgCr,7,1999,2000,VinylSd,VinylSd,125.0,0.0,0.0,1468.0,1468.0,1479,0,0,1479,6,1999.0,577.0,120,25,0,0,0,0,0,7,WD ,191000
1440,20,88.0,12803,CollgCr,7,2002,2002,VinylSd,VinylSd,99.0,922.0,0.0,572.0,1494.0,1494,0,0,1494,6,2002.0,530.0,192,36,0,0,0,0,0,9,WD ,221000
1441,60,80.0,12435,CollgCr,7,2001,2001,VinylSd,VinylSd,172.0,361.0,0.0,602.0,963.0,963,829,0,1792,7,2001.0,564.0,0,96,0,245,0,0,0,5,WD ,231500
1442,60,75.0,12192,CollgCr,7,2000,2001,VinylSd,VinylSd,0.0,663.0,0.0,265.0,928.0,928,895,0,1823,6,2000.0,626.0,192,36,0,0,0,0,4500,5,WD ,235000
1443,60,68.0,11250,CollgCr,7,2001,2002,VinylSd,VinylSd,162.0,486.0,0.0,434.0,920.0,920,866,0,1786,6,2001.0,608.0,0,42,0,0,0,0,0,9,WD ,223500
1444,20,,9200,CollgCr,5,1975,1980,VinylSd,VinylSd,0.0,280.0,491.0,167.0,938.0,938,0,0,938,5,1977.0,308.0,145,0,0,0,0,0,0,7,WD ,130250
1445,80,65.0,8385,CollgCr,5,1977,1977,HdBoard,HdBoard,220.0,595.0,0.0,390.0,985.0,985,0,0,985,6,1977.0,328.0,210,0,0,0,0,0,0,11,WD ,149900
1446,20,,12250,CollgCr,5,1978,1978,HdBoard,HdBoard,180.0,781.0,0.0,83.0,864.0,1174,0,0,1174,5,1978.0,528.0,211,0,280,0,0,0,0,5,WD ,158000
1447,80,,10970,CollgCr,6,1978,1978,Plywood,HdBoard,0.0,505.0,435.0,0.0,940.0,1026,0,0,1026,5,1981.0,576.0,0,0,34,0,0,0,0,10,WD ,147000
1448,20,,9216,CollgCr,5,1975,1975,HdBoard,HdBoard,176.0,294.0,0.0,782.0,1076.0,1076,0,0,1076,5,1985.0,576.0,0,0,0,0,0,0,0,9,WD ,143195
1449,20,40.0,14330,CollgCr,5,1975,2001,Plywood,Wd Sdng,0.0,88.0,596.0,180.0,864.0,1558,0,0,1558,5,1975.0,440.0,140,0,239,0,227,0,0,8,WD ,163000
1450,20,88.0,7990,CollgCr,5,1975,1975,HdBoard,HdBoard,0.0,0.0,0.0,924.0,924.0,924,0,0,924,5,1981.0,280.0,0,0,0,0,0,0,0,4,WD ,110000
1451,20,60.0,7180,CollgCr,5,1972,1972,HdBoard,HdBoard,0.0,390.0,0.0,474.0,864.0,864,0,0,864,5,1989.0,352.0,0,0,0,0,0,0,0,5,WD ,127000
1452,20,60.0,7200,CollgCr,5,1972,1972,HdBoard,HdBoard,0.0,632.0,0.0,148.0,780.0,780,0,0,780,4,1973.0,352.0,196,0,0,0,0,0,0,1,WD ,124900
1453,20,75.0,9742,CollgCr,8,2002,2002,VinylSd,VinylSd,281.0,0.0,0.0,1777.0,1777.0,1795,0,0,1795,7,2002.0,534.0,171,159,0,0,0,0,0,9,WD ,230000
1454,60,75.0,9473,CollgCr,8,2002,2002,VinylSd,VinylSd,,804.0,0.0,324.0,1128.0,1128,903,0,2031,7,2002.0,577.0,0,211,0,0,0,0,0,3,WD ,237000
1455,60,,10316,CollgCr,7,2000,2000,VinylSd,VinylSd,0.0,735.0,0.0,257.0,992.0,992,873,0,1865,7,2000.0,839.0,0,184,0,0,0,0,0,6,WD ,235000
1456,60,,10400,CollgCr,7,2001,2001,VinylSd,VinylSd,227.0,0.0,0.0,1257.0,1257.0,1290,871,0,2161,8,2001.0,570.0,0,84,0,0,0,0,0,6,WD ,230500
1457,60,73.0,9066,CollgCr,8,1999,2000,VinylSd,VinylSd,320.0,668.0,0.0,336.0,1004.0,1004,848,0,1852,7,1999.0,660.0,224,106,0,0,0,0,0,12,WD ,230000
1458,60,75.0,11404,CollgCr,7,1998,1999,VinylSd,VinylSd,202.0,252.0,0.0,901.0,1153.0,1153,878,0,2031,8,1998.0,541.0,192,84,0,0,0,0,0,7,WD ,222500
1459,60,,9240,CollgCr,8,2001,2002,VinylSd,VinylSd,396.0,0.0,0.0,1055.0,1055.0,1055,1208,0,2263,7,2001.0,905.0,0,45,0,0,189,0,0,9,WD ,287000
1460,60,,9720,CollgCr,9,2001,2002,VinylSd,VinylSd,134.0,1194.0,0.0,163.0,1357.0,1366,581,0,1947,7,2001.0,725.0,168,116,0,0,0,0,0,1,WD ,274000
1461,20,,14860,CollgCr,8,2002,2003,VinylSd,VinylSd,240.0,1538.0,0.0,240.0,1778.0,1786,0,0,1786,6,2002.0,715.0,182,35,0,0,0,0,0,6,WD ,300000
1462,60,,11250,CollgCr,8,2002,2002,CemntBd,CmentBd,0.0,0.0,0.0,1128.0,1128.0,1149,1141,0,2290,9,2002.0,779.0,0,0,0,0,0,0,0,5,WD ,255900
1463,60,65.0,8158,CollgCr,7,2003,2003,VinylSd,VinylSd,252.0,550.0,0.0,334.0,884.0,884,884,0,1768,8,2003.0,543.0,0,63,0,0,0,0,0,7,WD ,224900
1464,60,41.0,10905,CollgCr,7,2003,2003,VinylSd,VinylSd,0.0,0.0,0.0,1129.0,1129.0,1129,1198,0,2327,9,2003.0,596.0,0,57,0,0,0,0,0,8,WD ,240000
1465,60,72.0,7226,CollgCr,7,2003,2003,VinylSd,VinylSd,0.0,0.0,0.0,798.0,798.0,798,842,0,1640,6,2003.0,595.0,0,45,0,0,0,0,0,6,WD ,183000
1466,60,96.0,11690,CollgCr,8,1999,2000,VinylSd,VinylSd,192.0,0.0,0.0,850.0,850.0,886,878,0,1764,7,1999.0,560.0,120,29,0,0,0,0,0,6,WD ,207000
1467,60,70.0,8750,CollgCr,7,1994,1995,VinylSd,VinylSd,0.0,642.0,0.0,273.0,915.0,933,975,0,1908,8,1994.0,493.0,144,133,0,0,0,0,0,7,WD ,210000
1468,120,37.0,4435,CollgCr,6,2003,2003,VinylSd,VinylSd,170.0,686.0,0.0,162.0,848.0,848,0,0,848,3,2003.0,420.0,140,0,0,0,0,0,0,3,WD ,136500
1469,120,,4426,CollgCr,6,2004,2004,VinylSd,VinylSd,205.0,662.0,0.0,186.0,848.0,848,0,0,848,3,2004.0,420.0,140,0,0,0,0,0,0,2,WD ,145000
1470,20,75.0,13125,CollgCr,6,1997,1998,VinylSd,VinylSd,215.0,994.0,0.0,484.0,1478.0,1493,0,0,1493,7,1997.0,508.0,140,39,0,0,0,0,0,4,WD ,208900
1471,90,83.0,10126,CollgCr,6,1997,1998,VinylSd,VinylSd,0.0,1593.0,162.0,83.0,1838.0,1838,0,0,1838,8,1998.0,721.0,160,67,0,0,0,0,0,7,WD ,185000
1472,20,70.0,9135,CollgCr,7,2002,2003,VinylSd,VinylSd,113.0,810.0,0.0,726.0,1536.0,1536,0,0,1536,7,2002.0,532.0,192,74,0,0,0,0,0,12,WD ,214000
1473,60,65.0,8450,CollgCr,7,2003,2003,VinylSd,VinylSd,196.0,706.0,0.0,150.0,856.0,856,854,0,1710,8,2003.0,548.0,0,61,0,0,0,0,0,2,WD ,208500
1474,20,75.0,9750,CollgCr,7,2004,2004,VinylSd,VinylSd,50.0,24.0,0.0,1421.0,1445.0,1445,0,0,1445,6,2004.0,470.0,0,35,0,0,0,0,0,6,WD ,186500
1475,20,65.0,8450,CollgCr,7,2004,2004,VinylSd,VinylSd,266.0,946.0,0.0,490.0,1436.0,1436,0,0,1436,8,2004.0,484.0,139,98,0,0,0,0,0,4,WD ,210000
1476,60,64.0,8320,CollgCr,7,2004,2004,VinylSd,VinylSd,0.0,490.0,0.0,280.0,770.0,770,812,0,1582,6,2004.0,520.0,0,45,0,0,0,0,0,9,WD ,185900
1477,20,85.0,11049,CollgCr,8,2007,2007,VinylSd,VinylSd,0.0,0.0,0.0,1234.0,1234.0,1234,0,0,1234,7,2007.0,484.0,0,30,0,0,0,0,0,1,WD ,179900
1478,20,85.0,11058,CollgCr,7,2007,2007,VinylSd,VinylSd,212.0,56.0,0.0,1508.0,1564.0,1564,0,0,1564,6,2007.0,814.0,0,24,0,0,0,0,0,2,WD ,218836
1479,20,74.0,9627,CollgCr,7,2007,2007,VinylSd,VinylSd,0.0,24.0,0.0,1327.0,1351.0,1361,0,0,1361,6,2007.0,610.0,0,50,0,0,0,0,0,6,WD ,193000
1480,60,63.0,8199,CollgCr,7,2005,2005,WdShing,Wd Shng,0.0,648.0,0.0,80.0,728.0,728,728,0,1456,7,2005.0,410.0,36,18,0,0,0,0,0,10,WD ,189000
1481,120,,4426,CollgCr,6,2004,2004,VinylSd,VinylSd,147.0,697.0,0.0,151.0,848.0,848,0,0,848,3,2004.0,420.0,149,0,0,0,0,0,0,5,WD ,149300
1482,120,,4426,CollgCr,6,2004,2004,VinylSd,VinylSd,147.0,697.0,0.0,151.0,848.0,848,0,0,848,3,2004.0,420.0,149,0,0,0,0,0,0,5,WD ,141000
1483,120,,4438,CollgCr,6,2004,2004,VinylSd,VinylSd,205.0,662.0,0.0,186.0,848.0,848,0,0,848,3,2004.0,420.0,149,0,0,0,0,0,0,1,WD ,149000
1484,120,,4438,CollgCr,6,2004,2004,VinylSd,VinylSd,169.0,662.0,0.0,186.0,848.0,848,0,0,848,4,2004.0,420.0,140,0,0,0,0,0,0,6,ConLD,144500
1485,30,67.0,8777,Edwards,5,1910,1950,MetalSd,Wd Sdng,0.0,0.0,0.0,796.0,796.0,796,0,0,796,4,,0.0,328,0,164,0,0,0,0,5,WD ,85000
1486,90,67.0,8777,Edwards,5,1900,2003,MetalSd,MetalSd,0.0,1084.0,0.0,188.0,1272.0,1272,928,0,2200,9,,0.0,0,70,0,0,0,0,0,9,WD ,145900
1487,20,75.0,9825,Edwards,5,1966,1966,HdBoard,HdBoard,0.0,609.0,0.0,483.0,1092.0,1092,0,0,1092,6,1966.0,264.0,259,0,0,0,161,0,0,4,COD,123000
1488,20,75.0,9937,Edwards,5,1965,1965,HdBoard,HdBoard,0.0,830.0,290.0,136.0,1256.0,1256,0,0,1256,6,1965.0,276.0,736,68,0,0,0,0,0,6,WD ,147500
1489,85,64.0,12102,Edwards,5,1976,1976,HdBoard,Plywood,222.0,456.0,0.0,0.0,456.0,1033,0,0,1033,6,1976.0,504.0,224,0,0,0,0,0,0,4,WD ,165000
1490,20,65.0,6500,Edwards,6,1976,1976,HdBoard,Plywood,84.0,1033.0,0.0,94.0,1127.0,1127,0,0,1127,6,1991.0,480.0,0,0,138,0,0,0,0,5,WD ,135000
1491,30,63.0,13907,Edwards,5,1940,1969,WdShing,Wd Shng,0.0,290.0,0.0,706.0,996.0,996,0,0,996,6,,0.0,144,0,0,0,0,0,0,7,WD ,108000
1492,85,90.0,10012,Edwards,4,1972,1972,Plywood,Plywood,0.0,920.0,180.0,38.0,1138.0,1181,0,0,1181,6,1974.0,588.0,0,0,180,0,0,0,0,4,WD ,137500
1493,60,60.0,6931,Edwards,7,2003,2004,VinylSd,VinylSd,92.0,0.0,0.0,746.0,746.0,760,896,0,1656,7,2003.0,397.0,178,128,0,0,0,0,0,7,WD ,165400
1494,80,,9638,Edwards,6,1977,1977,Plywood,Plywood,0.0,368.0,120.0,541.0,1029.0,1117,0,0,1117,6,1977.0,542.0,292,0,0,0,0,0,0,11,WD ,147000
1495,60,72.0,7200,Edwards,6,1976,2001,Plywood,Plywood,0.0,288.0,0.0,396.0,684.0,684,714,0,1398,6,1976.0,440.0,0,0,0,0,0,0,0,2,WD ,160500
1496,20,60.0,7024,Edwards,4,2005,2005,VinylSd,VinylSd,0.0,1024.0,0.0,108.0,1132.0,1132,0,0,1132,5,2005.0,451.0,252,64,0,0,0,0,0,6,WD ,176000
1497,20,123.0,47007,Edwards,5,1959,1996,Plywood,Plywood,0.0,0.0,0.0,0.0,0.0,3820,0,0,3820,11,1959.0,624.0,0,372,0,0,0,0,0,7,WD ,284700
1498,60,313.0,63887,Edwards,10,2008,2008,Stucco,Stucco,796.0,5644.0,0.0,466.0,6110.0,4692,950,0,5642,12,2008.0,1418.0,214,292,0,0,0,480,0,1,New,160000
1499,180,35.0,3675,Edwards,6,2005,2005,VinylSd,VinylSd,80.0,459.0,0.0,88.0,547.0,1072,0,0,1072,5,2005.0,525.0,0,28,0,0,0,0,0,6,WD ,148000
1500,90,65.0,6040,Edwards,4,1955,1955,AsbShng,Plywood,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,6,,0.0,0,0,0,0,0,0,0,6,WD ,82000
1501,90,65.0,6012,Edwards,4,1955,1955,AsbShng,Plywood,0.0,0.0,0.0,0.0,0.0,1152,0,0,1152,6,,0.0,0,0,0,0,0,0,0,6,WD ,82000
1502,90,92.0,12108,Edwards,4,1955,1955,VinylSd,VinylSd,270.0,133.0,0.0,1307.0,1440.0,1440,0,0,1440,8,,0.0,0,0,0,0,0,0,0,9,WD ,118000
1503,90,74.0,6845,Edwards,4,1955,1955,WdShing,Wd Shng,58.0,0.0,0.0,0.0,0.0,1152,0,0,1152,6,,0.0,0,0,0,0,0,0,0,7,WD ,82500
1504,190,56.0,6931,Edwards,4,1955,1955,Wd Sdng,Wd Sdng,0.0,784.0,0.0,0.0,784.0,784,0,0,784,4,,0.0,112,0,0,0,0,0,0,5,WD ,91900
1505,50,60.0,12180,Edwards,5,1938,2007,Wd Sdng,Wd Sdng,0.0,0.0,0.0,585.0,585.0,585,468,0,1053,5,,0.0,42,0,0,0,0,0,0,1,WD ,120000
1506,50,57.0,8050,Edwards,5,1947,1993,MetalSd,MetalSd,0.0,0.0,0.0,0.0,0.0,929,208,0,1137,8,,0.0,0,0,0,0,0,0,0,4,WD ,96000
1507,20,68.0,9520,Edwards,4,1953,1953,MetalSd,MetalSd,115.0,767.0,0.0,144.0,911.0,930,0,0,930,5,1953.0,286.0,134,0,0,0,0,0,3000,5,WD ,99000
1508,50,70.0,11767,Edwards,5,1946,1995,MetalSd,MetalSd,0.0,352.0,0.0,416.0,768.0,768,432,0,1200,6,1946.0,240.0,0,0,0,0,0,0,0,5,WD ,130500
